"","iso_country","day","capacity","country","population"
"946","US",2020-04-15,670,"United States","3.28e+08"
"947","US",2020-04-16,628,"United States","3.28e+08"
"948","US",2020-04-17,670,"United States","3.28e+08"
"949","US",2020-04-18,1070,"United States","3.28e+08"
"950","US",2020-04-19,1048,"United States","3.28e+08"
"951","US",2020-04-20,670,"United States","3.28e+08"
"952","US",2020-04-21,1121,"United States","3.28e+08"
"953","US",2020-04-22,1090,"United States","3.28e+08"
"954","US",2020-04-23,670,"United States","3.28e+08"
"955","US",2020-04-24,1090,"United States","3.28e+08"
"956","US",2020-04-25,670,"United States","3.28e+08"
"957","US",2020-04-26,1048,"United States","3.28e+08"
"958","US",2020-04-27,670,"United States","3.28e+08"
"959","US",2020-04-28,1121,"United States","3.28e+08"
"960","US",2020-04-29,1090,"United States","3.28e+08"
"961","US",2020-04-30,670,"United States","3.28e+08"
"962","US",2020-05-01,1048,"United States","3.28e+08"
"963","US",2020-05-02,670,"United States","3.28e+08"
"964","US",2020-05-03,670,"United States","3.28e+08"
"965","US",2020-05-04,670,"United States","3.28e+08"
"966","US",2020-05-05,1121,"United States","3.28e+08"
"967","US",2020-05-06,1090,"United States","3.28e+08"
"968","US",2020-05-07,670,"United States","3.28e+08"
"969","US",2020-05-08,1048,"United States","3.28e+08"
"970","US",2020-05-09,628,"United States","3.28e+08"
"971","US",2020-05-10,670,"United States","3.28e+08"
"972","US",2020-05-11,670,"United States","3.28e+08"
"973","US",2020-05-12,1121,"United States","3.28e+08"
"974","US",2020-05-13,670,"United States","3.28e+08"
"975","US",2020-05-14,670,"United States","3.28e+08"
"976","US",2020-05-15,628,"United States","3.28e+08"
"977","US",2020-05-16,670,"United States","3.28e+08"
"978","US",2020-05-17,670,"United States","3.28e+08"
"979","US",2020-05-18,670,"United States","3.28e+08"
"980","US",2020-05-19,1121,"United States","3.28e+08"
"981","US",2020-05-20,670,"United States","3.28e+08"
"982","US",2020-05-21,670,"United States","3.28e+08"
"983","US",2020-05-22,1048,"United States","3.28e+08"
"984","US",2020-05-23,628,"United States","3.28e+08"
"985","US",2020-05-24,1090,"United States","3.28e+08"
"986","US",2020-05-25,628,"United States","3.28e+08"
"987","US",2020-05-26,1121,"United States","3.28e+08"
"988","US",2020-05-27,1090,"United States","3.28e+08"
"989","US",2020-05-28,670,"United States","3.28e+08"
"990","US",2020-05-29,1048,"United States","3.28e+08"
"991","US",2020-05-30,628,"United States","3.28e+08"
"992","US",2020-05-31,755,"United States","3.28e+08"
